"Theme 1 - 2 : Persons by sex, age and marital status, 2006";;;;;;;;;;;;;
"Geographic Area";"Age Group";"Males - Total";"Males - Single";"Males - Married";"Males - Separated";"Males - Divorced";"Males - Widowed";"Females - Total";"Females - Single";"Females - Married";"Females - Separated";"Females - Divorced";"Females - Widowed"
"South Dublin 03/128";"75 - 79 years";8;1;5;0;0;2;13;1;5;0;0;7
"South Dublin 03/128";"80 - 84 years";9;1;6;1;0;1;13;1;3;0;0;9
"South Dublin 03/128";"85 years and over";2;0;2;0;0;0;8;1;0;0;0;7
"South Dublin 03/129";"0 - 4 years";44;44;0;0;0;0;44;44;0;0;0;0
"South Dublin 03/129";"5 - 9 years";59;59;0;0;0;0;58;58;0;0;0;0
"South Dublin 03/129";"10 - 14 years";78;78;0;0;0;0;57;57;0;0;0;0
"South Dublin 03/129";"15 - 19 years";41;41;0;0;0;0;51;51;0;0;0;0
"South Dublin 03/129";"20 - 24 years";32;31;1;0;0;0;44;43;1;0;0;0
"South Dublin 03/129";"25 - 29 years";36;29;7;0;0;0;39;29;9;1;0;0
"South Dublin 03/129";"30 - 34 years";41;23;17;1;0;0;44;20;20;3;1;0
"South Dublin 03/129";"35 - 39 years";42;9;30;2;1;0;49;15;31;1;2;0
"South Dublin 03/129";"40 - 44 years";49;7;38;0;3;1;55;16;32;5;2;0
"South Dublin 03/129";"45 - 49 years";43;7;30;5;1;0;53;5;36;5;5;2
"South Dublin 03/129";"50 - 54 years";28;3;19;3;2;1;30;6;14;7;3;0
"South Dublin 03/129";"55 - 59 years";13;1;7;4;1;0;16;2;8;2;0;4
"South Dublin 03/129";"60 - 64 years";15;3;11;1;0;0;11;2;6;2;0;1
"South Dublin 03/129";"65 - 69 years";10;3;5;1;0;1;6;0;4;2;0;0
"South Dublin 03/129";"70 - 74 years";4;0;3;0;0;1;7;2;4;0;0;1
"South Dublin 03/129";"75 - 79 years";3;1;1;0;0;1;1;0;0;0;0;1
"South Dublin 03/129";"80 - 84 years";3;0;2;0;1;0;6;0;2;0;0;4
"South Dublin 03/129";"85 years and over";3;1;1;0;0;1;3;0;0;0;0;3
"South Dublin 03/130";"0 - 4 years";27;27;0;0;0;0;21;21;0;0;0;0
"South Dublin 03/130";"5 - 9 years";16;16;0;0;0;0;20;20;0;0;0;0
"South Dublin 03/130";"10 - 14 years";21;21;0;0;0;0;14;14;0;0;0;0
"South Dublin 03/130";"15 - 19 years";34;34;0;0;0;0;43;42;1;0;0;0
"South Dublin 03/130";"20 - 24 years";56;55;1;0;0;0;61;56;5;0;0;0
"South Dublin 03/130";"25 - 29 years";60;51;9;0;0;0;42;34;8;0;0;0
"South Dublin 03/130";"30 - 34 years";41;28;12;0;1;0;32;24;8;0;0;0
"South Dublin 03/130";"35 - 39 years";32;10;18;1;3;0;30;11;16;1;2;0
"South Dublin 03/130";"40 - 44 years";15;4;11;0;0;0;21;2;17;1;1;0
"South Dublin 03/130";"45 - 49 years";28;3;21;3;1;0;28;1;22;3;2;0
"South Dublin 03/130";"50 - 54 years";30;0;27;1;1;1;36;2;29;4;0;1
"South Dublin 03/130";"55 - 59 years";38;3;31;2;1;1;41;3;30;5;2;1
"South Dublin 03/130";"60 - 64 years";27;2;24;0;0;1;26;1;21;1;0;3
"South Dublin 03/130";"65 - 69 years";29;3;24;1;1;0;26;1;18;0;0;7
"South Dublin 03/130";"70 - 74 years";10;5;5;0;0;0;13;3;6;1;0;3
"South Dublin 03/130";"75 - 79 years";9;1;4;0;0;4;11;2;4;0;0;5
"South Dublin 03/130";"80 - 84 years";12;3;6;0;0;3;14;6;2;0;0;6
"South Dublin 03/130";"85 years and over";6;1;2;0;0;3;14;5;0;0;0;9
"South Dublin 03/131";"0 - 4 years";32;32;0;0;0;0;27;27;0;0;0;0
"South Dublin 03/131";"5 - 9 years";24;24;0;0;0;0;21;21;0;0;0;0
"South Dublin 03/131";"10 - 14 years";36;36;0;0;0;0;33;33;0;0;0;0
"South Dublin 03/131";"15 - 19 years";52;52;0;0;0;0;51;51;0;0;0;0
"South Dublin 03/131";"20 - 24 years";67;67;0;0;0;0;49;48;1;0;0;0
"South Dublin 03/131";"25 - 29 years";48;39;6;1;2;0;50;45;4;1;0;0
"South Dublin 03/131";"30 - 34 years";32;20;12;0;0;0;34;14;19;0;1;0
"South Dublin 03/131";"35 - 39 years";27;11;16;0;0;0;24;8;15;0;1;0
"South Dublin 03/131";"40 - 44 years";38;7;27;2;2;0;30;2;25;1;2;0
"South Dublin 03/131";"45 - 49 years";37;2;33;0;2;0;51;2;41;6;1;1
"South Dublin 03/131";"50 - 54 years";57;1;51;2;2;1;81;3;66;4;4;4
"South Dublin 03/131";"55 - 59 years";54;0;49;1;0;4;44;3;37;0;1;3
"South Dublin 03/131";"60 - 64 years";21;1;17;3;0;0;14;1;10;2;1;0
"South Dublin 03/131";"65 - 69 years";8;0;7;0;1;0;10;1;7;1;0;1
"South Dublin 03/131";"70 - 74 years";2;0;2;0;0;0;3;1;1;1;0;0
"South Dublin 03/131";"75 - 79 years";6;1;4;0;0;1;8;1;2;0;0;5
"South Dublin 03/131";"80 - 84 years";1;0;1;0;0;0;2;0;0;0;0;2
"South Dublin 03/131";"85 years and over";1;0;0;0;0;1;2;0;0;0;0;2
"South Dublin 03/132";"0 - 4 years";23;23;0;0;0;0;30;30;0;0;0;0
"South Dublin 03/132";"5 - 9 years";29;29;0;0;0;0;23;23;0;0;0;0
"South Dublin 03/132";"10 - 14 years";24;24;0;0;0;0;16;16;0;0;0;0
"South Dublin 03/132";"15 - 19 years";42;42;0;0;0;0;38;38;0;0;0;0
"South Dublin 03/132";"20 - 24 years";61;58;3;0;0;0;58;58;0;0;0;0
"South Dublin 03/132";"25 - 29 years";50;42;8;0;0;0;45;37;8;0;0;0
"South Dublin 03/132";"30 - 34 years";29;17;12;0;0;0;30;12;17;0;1;0
"South Dublin 03/132";"35 - 39 years";28;7;20;0;0;1;26;7;16;1;2;0
"South Dublin 03/132";"40 - 44 years";28;7;20;1;0;0;33;3;27;2;1;0
"South Dublin 03/132";"45 - 49 years";32;4;25;1;2;0;43;4;28;7;3;1
"South Dublin 03/132";"50 - 54 years";58;6;48;1;1;2;53;4;42;4;2;1
"South Dublin 03/132";"55 - 59 years";37;5;31;0;0;1;48;4;37;3;0;4
"South Dublin 03/132";"60 - 64 years";25;4;18;2;0;1;14;1;9;0;2;2
"South Dublin 03/132";"65 - 69 years";12;2;9;1;0;0;15;3;10;1;0;1
"South Dublin 03/132";"70 - 74 years";10;1;7;0;0;2;14;2;8;0;0;4
"South Dublin 03/132";"75 - 79 years";10;0;9;0;0;1;15;1;9;0;0;5
"South Dublin 03/132";"80 - 84 years";6;0;4;0;0;2;5;0;1;0;0;4
"South Dublin 03/132";"85 years and over";2;0;1;0;0;1;9;0;0;0;0;9
"South Dublin 03/133";"0 - 4 years";25;25;0;0;0;0;17;17;0;0;0;0
"South Dublin 03/133";"5 - 9 years";18;18;0;0;0;0;19;19;0;0;0;0
"South Dublin 03/133";"10 - 14 years";19;19;0;0;0;0;24;24;0;0;0;0
"South Dublin 03/133";"15 - 19 years";50;50;0;0;0;0;46;46;0;0;0;0
"South Dublin 03/133";"20 - 24 years";69;69;0;0;0;0;75;73;1;0;1;0
"South Dublin 03/133";"25 - 29 years";51;47;3;1;0;0;60;51;9;0;0;0
"South Dublin 03/133";"30 - 34 years";38;27;10;1;0;0;25;9;14;2;0;0
"South Dublin 03/133";"35 - 39 years";26;4;20;2;0;0;18;6;12;0;0;0
"South Dublin 03/133";"40 - 44 years";22;2;17;3;0;0;30;3;21;5;0;1
"South Dublin 03/133";"45 - 49 years";31;3;25;1;2;0;39;2;32;3;1;1
"South Dublin 03/133";"50 - 54 years";42;3;36;1;2;0;57;2;45;6;2;2
"South Dublin 03/133";"55 - 59 years";76;1;68;3;1;3;78;2;64;9;1;2
"South Dublin 03/133";"60 - 64 years";41;2;38;0;1;0;35;5;27;0;0;3
"South Dublin 03/133";"65 - 69 years";11;1;9;1;0;0;9;2;4;0;0;3
"South Dublin 03/133";"70 - 74 years";4;1;3;0;0;0;2;1;1;0;0;0
"South Dublin 03/133";"75 - 79 years";1;1;0;0;0;0;7;2;1;0;0;4
"South Dublin 03/133";"80 - 84 years";0;0;0;0;0;0;1;0;0;0;0;1
"South Dublin 03/133";"85 years and over";0;0;0;0;0;0;1;0;0;0;0;1
"South Dublin 03/134";"0 - 4 years";32;32;0;0;0;0;36;36;0;0;0;0
"South Dublin 03/134";"5 - 9 years";39;39;0;0;0;0;28;28;0;0;0;0
"South Dublin 03/134";"10 - 14 years";38;38;0;0;0;0;30;30;0;0;0;0
"South Dublin 03/134";"15 - 19 years";30;30;0;0;0;0;34;34;0;0;0;0
"South Dublin 03/134";"20 - 24 years";37;35;2;0;0;0;51;47;4;0;0;0
"South Dublin 03/134";"25 - 29 years";51;44;7;0;0;0;45;34;11;0;0;0
"South Dublin 03/134";"30 - 34 years";39;20;18;1;0;0;45;23;20;0;1;1
"South Dublin 03/134";"35 - 39 years";32;8;22;2;0;0;32;7;24;0;1;0
"South Dublin 03/134";"40 - 44 years";44;9;31;4;0;0;39;6;31;1;1;0
"South Dublin 03/134";"45 - 49 years";43;5;34;2;1;1;34;1;29;3;1;0
"South Dublin 03/134";"50 - 54 years";36;1;34;0;1;0;42;3;36;1;1;1
"South Dublin 03/134";"55 - 59 years";34;1;32;1;0;0;37;3;32;1;1;0
"South Dublin 03/134";"60 - 64 years";24;1;21;1;1;0;22;1;17;1;0;3
"South Dublin 03/134";"65 - 69 years";28;0;26;1;0;1;21;1;16;0;1;3
"South Dublin 03/134";"70 - 74 years";10;1;8;1;0;0;4;0;2;0;0;2
"South Dublin 03/134";"75 - 79 years";3;0;3;0;0;0;7;1;2;0;1;3
"South Dublin 03/134";"80 - 84 years";3;1;1;0;0;1;3;0;0;0;0;3
"South Dublin 03/134";"85 years and over";1;0;0;0;0;1;2;0;0;0;0;2
"South Dublin 03/141";"0 - 4 years";88;88;0;0;0;0;99;99;0;0;0;0
"South Dublin 03/141";"5 - 9 years";103;103;0;0;0;0;98;98;0;0;0;0
"South Dublin 03/141";"10 - 14 years";59;59;0;0;0;0;64;64;0;0;0;0
"South Dublin 03/141";"15 - 19 years";42;42;0;0;0;0;43;41;2;0;0;0
"South Dublin 03/141";"20 - 24 years";48;46;2;0;0;0;69;66;3;0;0;0
"South Dublin 03/141";"25 - 29 years";66;55;11;0;0;0;80;67;13;0;0;0
"South Dublin 03/141";"30 - 34 years";50;30;20;0;0;0;89;51;27;8;1;2
"South Dublin 03/141";"35 - 39 years";44;14;24;2;4;0;43;19;18;5;0;1
"South Dublin 03/141";"40 - 44 years";25;8;14;2;1;0;30;8;17;2;2;1
"South Dublin 03/141";"45 - 49 years";31;2;18;8;2;1;36;6;15;9;2;4
"South Dublin 03/141";"50 - 54 years";24;1;17;6;0;0;29;3;9;10;4;3
"South Dublin 03/141";"55 - 59 years";13;1;9;0;3;0;19;1;7;6;1;4
"South Dublin 03/141";"60 - 64 years";5;0;5;0;0;0;12;0;7;2;1;2
"South Dublin 03/141";"65 - 69 years";6;0;4;1;1;0;2;1;1;0;0;0
"South Dublin 03/141";"70 - 74 years";2;1;0;0;0;1;2;0;1;0;0;1
"South Dublin 03/141";"75 - 79 years";1;0;1;0;0;0;2;1;0;0;0;1
"South Dublin 03/141";"80 - 84 years";0;0;0;0;0;0;1;0;0;0;0;1
"South Dublin 03/141";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/142";"0 - 4 years";78;78;0;0;0;0;58;58;0;0;0;0
"South Dublin 03/142";"5 - 9 years";73;73;0;0;0;0;51;51;0;0;0;0
"South Dublin 03/142";"10 - 14 years";22;22;0;0;0;0;36;36;0;0;0;0
"South Dublin 03/142";"15 - 19 years";25;25;0;0;0;0;15;14;0;1;0;0
"South Dublin 03/142";"20 - 24 years";24;23;1;0;0;0;61;59;2;0;0;0
"South Dublin 03/142";"25 - 29 years";50;46;4;0;0;0;85;78;7;0;0;0
"South Dublin 03/142";"30 - 34 years";34;22;10;1;0;1;49;31;15;2;1;0
"South Dublin 03/142";"35 - 39 years";26;6;19;0;1;0;31;11;13;6;0;1
"South Dublin 03/142";"40 - 44 years";15;3;11;1;0;0;23;7;8;4;2;2
"South Dublin 03/142";"45 - 49 years";14;3;7;4;0;0;8;1;4;1;1;1
"South Dublin 03/142";"50 - 54 years";7;0;3;1;2;1;7;0;2;1;3;1
"South Dublin 03/142";"55 - 59 years";6;1;2;1;1;1;10;1;4;5;0;0
"South Dublin 03/142";"60 - 64 years";5;0;2;3;0;0;5;0;4;0;1;0
"South Dublin 03/142";"65 - 69 years";9;0;5;1;2;1;1;0;0;1;0;0
"South Dublin 03/142";"70 - 74 years";1;1;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/142";"75 - 79 years";0;0;0;0;0;0;1;0;0;0;0;1
"South Dublin 03/142";"80 - 84 years";0;0;0;0;0;0;2;0;0;0;0;2
"South Dublin 03/142";"85 years and over";0;0;0;0;0;0;1;0;0;0;0;1
"South Dublin 03/143";"0 - 4 years";120;120;0;0;0;0;104;104;0;0;0;0
"South Dublin 03/143";"5 - 9 years";57;57;0;0;0;0;59;59;0;0;0;0
"South Dublin 03/143";"10 - 14 years";43;43;0;0;0;0;39;39;0;0;0;0
"South Dublin 03/143";"15 - 19 years";27;27;0;0;0;0;42;42;0;0;0;0
"South Dublin 03/143";"20 - 24 years";52;48;4;0;0;0;56;51;5;0;0;0
"South Dublin 03/143";"25 - 29 years";136;110;26;0;0;0;144;97;44;2;1;0
"South Dublin 03/143";"30 - 34 years";111;56;50;3;2;0;121;51;61;7;2;0
"South Dublin 03/143";"35 - 39 years";61;14;44;0;3;0;50;18;27;3;1;1
"South Dublin 03/143";"40 - 44 years";30;5;23;2;0;0;35;9;19;6;1;0
"South Dublin 03/143";"45 - 49 years";20;2;15;1;2;0;22;6;9;4;2;1
"South Dublin 03/143";"50 - 54 years";16;2;9;3;2;0;13;4;6;2;0;1
"South Dublin 03/143";"55 - 59 years";9;1;5;3;0;0;7;2;3;1;0;1
"South Dublin 03/143";"60 - 64 years";5;0;3;1;1;0;3;0;3;0;0;0
"South Dublin 03/143";"65 - 69 years";3;2;1;0;0;0;2;0;1;0;1;0
"South Dublin 03/143";"70 - 74 years";1;0;1;0;0;0;0;0;0;0;0;0
"South Dublin 03/143";"75 - 79 years";2;0;1;0;0;1;1;0;1;0;0;0
"South Dublin 03/143";"80 - 84 years";0;0;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/143";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/144";"0 - 4 years";93;93;0;0;0;0;90;90;0;0;0;0
"South Dublin 03/144";"5 - 9 years";49;49;0;0;0;0;72;72;0;0;0;0
"South Dublin 03/144";"10 - 14 years";30;30;0;0;0;0;26;26;0;0;0;0
"South Dublin 03/144";"15 - 19 years";23;23;0;0;0;0;12;11;1;0;0;0
"South Dublin 03/144";"20 - 24 years";27;26;1;0;0;0;30;28;2;0;0;0
"South Dublin 03/144";"25 - 29 years";68;48;20;0;0;0;67;38;29;0;0;0
"South Dublin 03/144";"30 - 34 years";100;33;67;0;0;0;93;15;74;4;0;0
"South Dublin 03/144";"35 - 39 years";87;18;67;0;2;0;77;15;58;3;1;0
"South Dublin 03/144";"40 - 44 years";42;7;33;1;1;0;32;10;17;2;2;1
"South Dublin 03/144";"45 - 49 years";16;1;11;2;1;1;13;3;7;3;0;0
"South Dublin 03/144";"50 - 54 years";10;3;5;1;1;0;6;0;3;2;0;1
"South Dublin 03/144";"55 - 59 years";4;1;1;2;0;0;3;0;1;0;2;0
"South Dublin 03/144";"60 - 64 years";1;0;1;0;0;0;3;0;1;1;1;0
"South Dublin 03/144";"65 - 69 years";1;0;1;0;0;0;1;0;1;0;0;0
"South Dublin 03/144";"70 - 74 years";1;0;1;0;0;0;1;0;1;0;0;0
"South Dublin 03/144";"75 - 79 years";2;0;0;0;0;2;0;0;0;0;0;0
"South Dublin 03/144";"80 - 84 years";0;0;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/144";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/145";"0 - 4 years";40;40;0;0;0;0;27;27;0;0;0;0
"South Dublin 03/145";"5 - 9 years";41;41;0;0;0;0;51;51;0;0;0;0
"South Dublin 03/145";"10 - 14 years";55;55;0;0;0;0;42;42;0;0;0;0
"South Dublin 03/145";"15 - 19 years";61;61;0;0;0;0;49;49;0;0;0;0
"South Dublin 03/145";"20 - 24 years";58;57;1;0;0;0;46;43;3;0;0;0
"South Dublin 03/145";"25 - 29 years";48;45;3;0;0;0;39;37;2;0;0;0
"South Dublin 03/145";"30 - 34 years";28;23;5;0;0;0;41;28;11;1;1;0
"South Dublin 03/145";"35 - 39 years";16;6;10;0;0;0;28;12;9;4;2;1
"South Dublin 03/145";"40 - 44 years";20;3;16;1;0;0;19;5;12;1;0;1
"South Dublin 03/145";"45 - 49 years";21;1;16;3;0;1;35;3;19;9;3;1
"South Dublin 03/145";"50 - 54 years";29;0;28;1;0;0;60;4;41;11;1;3
"South Dublin 03/145";"55 - 59 years";27;0;25;2;0;0;25;0;21;0;2;2
"South Dublin 03/145";"60 - 64 years";14;0;12;1;0;1;15;2;6;3;1;3
"South Dublin 03/145";"65 - 69 years";5;0;3;1;0;1;1;0;1;0;0;0
"South Dublin 03/145";"70 - 74 years";4;0;3;1;0;0;6;0;3;0;0;3
"South Dublin 03/145";"75 - 79 years";3;0;1;0;1;1;1;0;0;0;0;1
"South Dublin 03/145";"80 - 84 years";0;0;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/145";"85 years and over";0;0;0;0;0;0;1;1;0;0;0;0
"South Dublin 03/146";"0 - 4 years";77;77;0;0;0;0;64;64;0;0;0;0
"South Dublin 03/146";"5 - 9 years";67;67;0;0;0;0;64;64;0;0;0;0
"South Dublin 03/146";"10 - 14 years";58;58;0;0;0;0;48;48;0;0;0;0
"South Dublin 03/146";"15 - 19 years";61;60;1;0;0;0;55;54;0;0;0;1
"South Dublin 03/146";"20 - 24 years";48;46;2;0;0;0;57;54;3;0;0;0
"South Dublin 03/146";"25 - 29 years";45;37;8;0;0;0;56;41;13;1;0;1
"South Dublin 03/146";"30 - 34 years";35;21;13;1;0;0;54;35;15;3;1;0
"South Dublin 03/146";"35 - 39 years";20;9;8;1;2;0;32;17;10;4;1;0
"South Dublin 03/146";"40 - 44 years";19;4;12;2;1;0;29;6;12;9;1;1
"South Dublin 03/146";"45 - 49 years";35;3;25;3;2;2;42;10;22;6;3;1
"South Dublin 03/146";"50 - 54 years";29;1;15;8;4;1;32;1;20;8;2;1
"South Dublin 03/146";"55 - 59 years";16;0;10;5;0;1;19;3;10;2;4;0
"South Dublin 03/146";"60 - 64 years";13;2;7;2;1;1;5;2;2;0;1;0
"South Dublin 03/146";"65 - 69 years";3;1;0;0;0;2;3;0;0;1;1;1
"South Dublin 03/146";"70 - 74 years";5;2;0;1;1;1;0;0;0;0;0;0
"South Dublin 03/146";"75 - 79 years";1;0;0;0;0;1;1;0;0;0;0;1
"South Dublin 03/146";"80 - 84 years";0;0;0;0;0;0;1;0;0;0;0;1
"South Dublin 03/146";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/148";"0 - 4 years";43;43;0;0;0;0;25;25;0;0;0;0
"South Dublin 03/148";"5 - 9 years";56;56;0;0;0;0;40;40;0;0;0;0
"South Dublin 03/148";"10 - 14 years";57;57;0;0;0;0;47;47;0;0;0;0
"South Dublin 03/148";"15 - 19 years";65;65;0;0;0;0;60;60;0;0;0;0
"South Dublin 03/148";"20 - 24 years";56;56;0;0;0;0;62;62;0;0;0;0
"South Dublin 03/148";"25 - 29 years";53;50;3;0;0;0;53;51;2;0;0;0
"South Dublin 03/148";"30 - 34 years";32;24;7;0;1;0;40;21;16;3;0;0
"South Dublin 03/148";"35 - 39 years";24;7;16;0;0;1;22;9;8;2;3;0
"South Dublin 03/148";"40 - 44 years";14;4;8;1;0;1;24;3;16;5;0;0
"South Dublin 03/148";"45 - 49 years";32;3;23;4;1;1;48;5;31;8;3;1
"South Dublin 03/148";"50 - 54 years";48;1;43;4;0;0;66;4;47;13;0;2
"South Dublin 03/148";"55 - 59 years";50;0;46;2;1;1;46;4;27;10;2;3
"South Dublin 03/148";"60 - 64 years";17;0;16;0;0;1;26;3;18;3;0;2
"South Dublin 03/148";"65 - 69 years";2;0;1;0;0;1;9;0;7;2;0;0
"South Dublin 03/148";"70 - 74 years";4;0;4;0;0;0;6;0;5;1;0;0
"South Dublin 03/148";"75 - 79 years";4;0;4;0;0;0;0;0;0;0;0;0
"South Dublin 03/148";"80 - 84 years";1;0;1;0;0;0;2;0;1;0;0;1
"South Dublin 03/148";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/149";"0 - 4 years";34;34;0;0;0;0;36;36;0;0;0;0
"South Dublin 03/149";"5 - 9 years";31;31;0;0;0;0;32;32;0;0;0;0
"South Dublin 03/149";"10 - 14 years";40;40;0;0;0;0;26;26;0;0;0;0
"South Dublin 03/149";"15 - 19 years";44;44;0;0;0;0;55;55;0;0;0;0
"South Dublin 03/149";"20 - 24 years";55;55;0;0;0;0;49;48;1;0;0;0
"South Dublin 03/149";"25 - 29 years";49;43;5;0;1;0;40;35;5;0;0;0
"South Dublin 03/149";"30 - 34 years";42;35;7;0;0;0;42;32;7;2;1;0
"South Dublin 03/149";"35 - 39 years";22;8;11;1;2;0;27;12;10;3;2;0
"South Dublin 03/149";"40 - 44 years";21;6;13;1;1;0;19;1;10;5;3;0
"South Dublin 03/149";"45 - 49 years";12;1;8;3;0;0;26;4;17;3;1;1
"South Dublin 03/149";"50 - 54 years";32;1;30;0;1;0;44;1;33;4;2;4
"South Dublin 03/149";"55 - 59 years";61;2;55;2;0;2;70;1;52;6;1;10
"South Dublin 03/149";"60 - 64 years";27;0;19;3;0;5;26;1;14;2;0;9
"South Dublin 03/149";"65 - 69 years";10;0;7;1;0;2;13;0;6;2;1;4
"South Dublin 03/149";"70 - 74 years";3;0;2;1;0;0;6;0;4;1;0;1
"South Dublin 03/149";"75 - 79 years";1;0;1;0;0;0;5;0;2;0;0;3
"South Dublin 03/149";"80 - 84 years";3;0;3;0;0;0;3;0;1;0;0;2
"South Dublin 03/149";"85 years and over";3;0;1;0;0;2;1;0;0;0;0;1
"South Dublin 03/150";"0 - 4 years";43;43;0;0;0;0;51;51;0;0;0;0
"South Dublin 03/150";"5 - 9 years";82;82;0;0;0;0;56;56;0;0;0;0
"South Dublin 03/150";"10 - 14 years";51;51;0;0;0;0;48;48;0;0;0;0
"South Dublin 03/150";"15 - 19 years";55;55;0;0;0;0;39;39;0;0;0;0
"South Dublin 03/150";"20 - 24 years";43;43;0;0;0;0;49;48;1;0;0;0
"South Dublin 03/150";"25 - 29 years";42;38;4;0;0;0;74;67;5;2;0;0
"South Dublin 03/150";"30 - 34 years";36;27;8;1;0;0;50;35;13;1;0;1
"South Dublin 03/150";"35 - 39 years";28;13;14;0;1;0;33;10;18;3;2;0
"South Dublin 03/150";"40 - 44 years";28;5;20;1;0;2;30;6;15;5;4;0
"South Dublin 03/150";"45 - 49 years";19;3;14;2;0;0;27;1;17;5;2;2
"South Dublin 03/150";"50 - 54 years";25;1;20;1;1;2;38;3;19;9;3;4
"South Dublin 03/150";"55 - 59 years";24;0;23;0;1;0;28;0;20;2;3;3
"South Dublin 03/150";"60 - 64 years";11;1;8;0;1;1;11;1;7;2;0;1
"South Dublin 03/150";"65 - 69 years";6;0;6;0;0;0;5;0;4;0;0;1
"South Dublin 03/150";"70 - 74 years";1;0;0;1;0;0;3;1;0;0;0;2
"South Dublin 03/150";"75 - 79 years";2;0;1;0;0;1;2;0;1;0;0;1
"South Dublin 03/150";"80 - 84 years";0;0;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/150";"85 years and over";1;1;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/151";"0 - 4 years";51;51;0;0;0;0;44;44;0;0;0;0
"South Dublin 03/151";"5 - 9 years";73;73;0;0;0;0;57;57;0;0;0;0
"South Dublin 03/151";"10 - 14 years";73;73;0;0;0;0;68;68;0;0;0;0
"South Dublin 03/151";"15 - 19 years";65;65;0;0;0;0;74;74;0;0;0;0
"South Dublin 03/151";"20 - 24 years";54;51;3;0;0;0;66;64;2;0;0;0
"South Dublin 03/151";"25 - 29 years";46;43;3;0;0;0;62;57;3;2;0;0
"South Dublin 03/151";"30 - 34 years";28;19;8;1;0;0;41;27;9;4;0;1
"South Dublin 03/151";"35 - 39 years";17;6;10;1;0;0;31;13;14;3;1;0
"South Dublin 03/151";"40 - 44 years";24;4;17;1;1;1;44;11;20;10;0;3
"South Dublin 03/151";"45 - 49 years";42;3;33;3;0;3;48;3;30;9;5;1
"South Dublin 03/151";"50 - 54 years";33;4;24;4;0;1;51;8;27;8;4;4
"South Dublin 03/151";"55 - 59 years";22;4;17;1;0;0;28;1;16;6;2;3
"South Dublin 03/151";"60 - 64 years";12;1;7;2;1;1;7;0;3;2;0;2
"South Dublin 03/151";"65 - 69 years";1;1;0;0;0;0;2;0;0;1;0;1
"South Dublin 03/151";"70 - 74 years";1;1;0;0;0;0;1;1;0;0;0;0
"South Dublin 03/151";"75 - 79 years";0;0;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/151";"80 - 84 years";1;0;1;0;0;0;2;0;1;0;0;1
"South Dublin 03/151";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"South Dublin 03/152";"0 - 4 years";54;54;0;0;0;0;55;55;0;0;0;0
"South Dublin 03/152";"5 - 9 years";60;60;0;0;0;0;60;60;0;0;0;0
"South Dublin 03/152";"10 - 14 years";63;63;0;0;0;0;52;52;0;0;0;0
"South Dublin 03/152";"15 - 19 years";68;68;0;0;0;0;65;65;0;0;0;0
"South Dublin 03/152";"20 - 24 years";63;62;1;0;0;0;49;48;1;0;0;0
"South Dublin 03/152";"25 - 29 years";49;44;3;2;0;0;65;56;8;0;1;0
"South Dublin 03/152";"30 - 34 years";40;27;13;0;0;0;47;23;21;2;1;0
"South Dublin 03/152";"35 - 39 years";33;6;26;1;0;0;38;6;25;3;2;2
"South Dublin 03/152";"40 - 44 years";28;8;18;1;1;0;33;4;17;9;2;1
"South Dublin 03/152";"45 - 49 years";28;1;23;2;2;0;40;5;27;6;1;1
"South Dublin 03/152";"50 - 54 years";34;1;26;5;1;1;46;4;28;10;2;2
"South Dublin 03/152";"55 - 59 years";31;5;23;2;0;1;28;1;15;4;2;6
"South Dublin 03/152";"60 - 64 years";11;1;6;1;1;2;6;0;4;1;1;0
"South Dublin 03/152";"65 - 69 years";7;2;2;1;0;2;9;0;3;0;0;6
"South Dublin 03/152";"70 - 74 years";4;1;2;1;0;0;2;0;1;0;0;1
"South Dublin 03/152";"75 - 79 years";1;0;1;0;0;0;4;0;1;0;0;3
"South Dublin 03/152";"80 - 84 years";0;0;0;0;0;0;2;0;1;0;0;1
"South Dublin 03/152";"85 years and over";1;0;0;0;0;1;1;0;0;0;0;1
"South Dublin 03/153";"0 - 4 years";43;43;0;0;0;0;67;67;0;0;0;0
"South Dublin 03/153";"5 - 9 years";51;51;0;0;0;0;41;41;0;0;0;0
"South Dublin 03/153";"10 - 14 years";51;51;0;0;0;0;29;29;0;0;0;0
"South Dublin 03/153";"15 - 19 years";57;57;0;0;0;0;73;73;0;0;0;0
"South Dublin 03/153";"20 - 24 years";82;82;0;0;0;0;82;81;1;0;0;0
"South Dublin 03/153";"25 - 29 years";68;54;12;2;0;0;63;45;15;2;1;0
